 #2ndliquid
STAT  iter  ns  T  P  lnK1  lnK2  lnK3  y1  y2  y3
 SOL           3           3   333.03698824153105        247.26761017442547       0.22107256557245711      -0.32217984689516121       -2.0204504902165388       0.77523871755590379       0.21367277320550743        1.1088509238587096E-002
 SOL           3           3   319.21367587291218        247.41697671997957       0.23486134947167794      -0.36342873397196429       -2.2336643172303425       0.78600235489639303       0.20503831426165312        8.9593308419524519E-003
 SOL           3           3   305.37877404589767        249.02346731552012       0.24815536493700480      -0.40688610313097645       -2.4578460451603474       0.79652124659536727       0.19631872596403921        7.1600274405920032E-003
 SOL           3           3   291.63001301178792        252.62121536368244       0.26091945598880151      -0.45238214388511183       -2.6930088313662179       0.80675327868800428       0.18758713371270430        5.6595875992900384E-003
 SOL           3           3   278.05687895945806        258.85394482329480       0.27313006841227178      -0.49973872112748197       -2.9391646736810810       0.81666461891516651       0.17891071336122846        4.4246677236036000E-003
 SOL           3           3   264.73985807493330        268.49341160064324       0.28477403652703126      -0.54877493544585154       -3.1963245561624358       0.82622941371351033       0.17034923597028859        3.4213503161995068E-003
 SOL           3           3   251.74873757686959        282.46125565704443       0.29584689107957973      -0.59931036442575880       -3.4644985715212226       0.83542897052100695       0.16195446736186625        2.6165621171253396E-003
 SOL           3           3   239.14283185597989        301.86048174349190       0.30635168302978905      -0.65117007166437080       -3.7436960246959021       0.84425123494324561       0.15376962223252416        1.9791428242286672E-003
 SOL           3           3   226.97009451466081        328.01622467642846       0.31629733881984801      -0.70418637686171026       -4.0339255210529359       0.85268976090491500       0.14582965845153537        1.4805806435478496E-003
 SOL           3           3   215.26770137671184        362.53464306257342       0.32569749888620070      -0.75820174005440211       -4.3351950419535585       0.86074297258335986       0.13816157787792732        1.0954495387113870E-003
 SOL           3           3   204.06251001191734        407.38582508950316       0.33456932627101138      -0.81307011464375512       -4.6475120098626928       0.86841331030440683       0.13078509498821869        8.0159470737276614E-004
 SOL           3           3   193.37175293302093        465.02355740977140       0.34293243853721833      -0.86865735117407827       -4.9708833447424414       0.87570640227789975       0.12371347957026627        5.8011815183235302E-004
 SOL           3           3   183.20412295906993        538.56122529239212       0.35080807618282422      -0.92484143200283642       -5.3053155131364296       0.88263037816008605       0.11695440552530220        4.1521631460990924E-004
 SOL           3           3   173.56053083212109        632.03537396933439       0.35821820977373053      -0.98151051033015313       -5.6508145710882127       0.88919507979268875       0.11051100228089678        2.9391792641276100E-004
 SOL           3           3   164.43563324761033        750.80942079914769       0.36518512191141766       -1.0385627682984790       -6.0073862018294779       0.89541165380442145       0.10438258239006966        2.0576380550751852E-004
 SOL           3           3   155.81856675367081        902.21239239349325       0.37173073753973906       -1.0959028806007032       -6.3750357490088039       0.90129189823431521        9.8565639182855186E-002   1.4246258282799994E-004
 SOL           3           3   147.69410305023138        1096.5848905954051       0.37787628341378565       -1.1534395203204795       -6.7537682460996900       0.90684788373630543        9.3054568036704269E-002   9.7548226988654606E-005
 SOL           3           3   140.04388742303172        1349.0645944069638       0.38364215121867179       -1.2110836799293976       -7.1435884425200955       0.91209175195073211        8.7842190475267992E-002   6.6057573998305763E-005
 SOL           4           3   126.25492373826800        2121.2270046385834       0.39397973816324128       -1.3247903309858948       -7.9454132112986660       0.92156948377276471        7.8400888758573165E-002   2.9627468660446418E-005
 SOL           4           3   114.04572597219384        3653.2294215135244       0.40305006621954892       -1.4378327403029385       -8.7910414919379072       0.92996644534665585        7.0020835949601581E-002   1.2718703742140907E-005
  
  
 #critical
   485.39224167808533        266.85383154263263     
